2,1.0,5,21
2,1.0,5,21
2,1.0,5,21
2,1.1,5,21
2,1.1,5,21
2,1.1,5,21
2,1.1,5,21
2,1.1,5,21
2,1.1,5,21
2,1.2,5,21
2,1.3,5,21
2,1.4,5,21
2,1.5,4,10
2,1.5,5,21
2,1.5,5,21
2,1.5,4,10
2,1.6,4,10
2,1.6,5,21
2,1.6,5,21
2,1.7,5,21
2,1.8,5,21
2,1.9,5,21
3,1.0,5,20
3,1.0,5,20
3,1.0,5,21
3,1.0,5,21
3,1.0,5,20
3,1.1,5,20
3,1.1,5,21
3,1.1,5,21
3,1.1,5,21
3,1.1,5,21
3,1.1,5,21
3,1.2,5,20
3,1.2,5,20
3,1.2,5,21
3,1.2,5,21
3,1.2,5,21
3,1.2,5,21
3,1.3,5,21
3,1.3,5,20
3,1.3,5,21
3,1.3,5,21
3,1.3,5,21
3,1.3,5,21
3,1.3,5,7
3,1.3,5,7
3,1.3,4,10
3,1.3,5,21
3,1.3,5,21
3,1.3,5,21
3,1.4,5,21
3,1.4,5,21
3,1.4,5,21
3,1.5,5,21
3,1.5,4,10
3,1.5,5,21
3,1.5,4,10
3,1.5,5,21
3,1.5,5,21
3,1.5,5,21
3,1.6,5,21
3,1.7,5,21
3,1.7,5,21
3,1.7,5,21
3,1.7,5,21
3,1.7,5,21
3,1.8,5,7
3,1.8,5,21
3,1.8,5,21
3,1.9,5,21
3,1.9,5,23
3,1.9,5,21
3,2.0,5,23
3,2.0,5,21
3,2.1,5,21
3,2.2,5,21
3,2.2,5,21
4,1.0,5,21
4,1.0,5,20
4,1.0,5,20
4,1.1,5,20
4,1.1,5,20
4,1.1,5,20
4,1.1,5,20
4,1.1,5,20
4,1.1,5,20
4,1.1,5,21
4,1.1,5,21
4,1.1,5,20
4,1.1,5,20
4,1.2,5,20
4,1.2,5,20
4,1.2,5,20
4,1.2,5,20
4,1.2,5,20
4,1.2,5,20
4,1.2,5,20
4,1.2,5,20
4,1.2,5,20
